HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,P1,P2,HM,AM,THG,THGA,TAG,TAGA,TG1,TGA1,TG2,TGA2,THS,THSA,TAS,TASA,TS1,TSA1,TS2,TSA2,THST,THSTA,TAST,TASTA,TST1,TSTA1,TST2,TSTA2,THC,THCA,TAC,TACA,TC1,TCA1,TC2,TCA2,THF,THFA,TAF,TAFA,TF1,TFA1,TF2,TFA2,THY,THYA,TAY,TAYA,TY1,TYA1,TY2,TYA2,THR,THRA,TAR,TARA,TR1,TRA1,TR2,TRA2,LG1,LG2
Paris SG,Lorient,2,0,H,0,0,D,24,8,8,3,19,9,9,2,3,0,0,1,14,14,7,7,16,5,6,15,33,10,15,24,104,78,67,101,212,150,139,192,49,20,19,40,88,41,45,65,43,33,43,33,76,52,69,57,86,94,96,99,173,182,210,174,18,16,9,15,33,27,28,25,4,3,0,2,5,4,0,3,3.246122674585602,-4.9045574230016005
Rennes,Marseille,2,1,H,0,1,A,15,8,5,1,19,15,9,1,1,4,0,1,14,12,7,6,9,10,9,3,20,18,19,10,107,65,49,86,208,131,116,149,28,24,15,16,62,54,37,41,49,24,23,42,84,52,50,77,90,95,89,82,181,203,180,160,14,15,24,15,25,27,39,27,1,1,4,4,2,3,4,4,0.29290314055680033,11.884638760960001
Metz,Lens,2,0,H,1,0,H,12,17,4,3,17,8,8,4,1,1,0,0,15,14,7,7,9,9,11,9,17,16,24,21,91,75,71,67,157,200,158,131,34,24,28,22,59,57,56,50,47,29,30,36,71,83,75,52,90,94,105,100,188,195,216,187,10,16,19,11,32,38,37,25,1,3,3,1,2,4,3,4,2.9293285944524805,3.2682248790016004
Marseille,Reims,1,1,D,1,1,D,12,2,6,1,11,10,7,3,1,3,0,0,13,15,6,8,10,7,14,16,20,12,20,26,67,63,87,117,124,164,157,207,22,25,34,35,38,46,56,68,27,35,25,46,51,86,53,77,91,78,89,96,195,179,190,178,15,12,15,17,43,28,31,28,0,0,3,3,5,4,5,3,6.507711008768002,-1.057566446223361
Nice,Lyon,1,4,A,1,2,A,8,13,1,9,17,9,8,2,1,1,0,0,14,15,7,8,7,12,11,7,18,16,27,13,87,94,111,93,161,186,253,165,31,33,37,34,56,66,82,53,34,30,41,40,70,74,103,71,83,100,100,108,170,193,207,187,13,18,15,19,33,30,35,33,0,1,4,2,1,1,5,5,0.7783283974144002,10.770695882833921
Brest,Montpellier,2,2,D,0,1,A,17,10,7,4,14,15,6,4,2,1,0,0,15,15,7,7,15,12,11,7,25,27,25,23,86,93,73,91,178,224,186,196,38,27,25,27,69,79,67,64,38,39,31,37,67,94,84,78,92,90,95,100,199,188,199,194,14,17,10,17,28,33,26,32,0,0,2,1,2,1,5,2,3.5564648852684804,1.7544613752012808
Dijon,Monaco,0,1,A,0,1,A,11,13,1,6,13,14,2,6,2,1,0,0,15,15,8,7,3,9,7,12,9,24,25,23,76,89,88,73,145,225,217,131,20,27,26,29,42,78,65,51,46,55,41,25,75,105,97,45,136,88,100,89,239,171,192,196,14,5,19,15,29,18,35,31,1,0,1,1,1,0,4,4,-2.180353049067521,-3.1702644750745597
Nantes,Angers,1,1,D,0,1,A,9,12,2,6,16,13,5,6,3,0,0,0,15,15,7,7,9,13,13,13,17,26,20,24,89,86,85,90,176,192,185,161,30,39,31,35,56,74,65,66,29,29,33,32,65,70,72,69,93,97,70,94,190,210,181,205,17,14,15,14,31,34,38,30,2,0,0,0,3,1,1,1,-4.894244726210561,0.8556701668147202
St Etienne,Nimes,2,2,D,1,1,D,18,9,9,4,15,9,6,3,2,3,0,0,15,15,7,7,6,8,3,10,14,21,11,29,69,68,61,103,158,160,157,222,25,26,26,32,50,54,56,81,37,26,23,45,67,72,62,85,100,109,79,109,216,226,174,225,16,17,10,17,31,34,24,44,0,0,1,2,2,0,3,6,0.6854161044275195,-10.17235114672128
Strasbourg,Bordeaux,0,2,A,0,1,A,10,11,3,6,15,12,5,3,2,1,0,0,15,15,7,7,6,12,8,13,22,26,15,17,90,63,55,99,167,163,161,187,27,29,24,33,65,66,53,58,35,19,32,57,54,78,71,91,83,90,98,90,183,190,189,204,9,19,16,14,25,33,31,33,1,0,1,0,1,2,2,0,2.3894528568524787,-2.8528868653465596
Lorient,Rennes,0,3,A,0,1,A,11,15,2,4,19,9,1,2,1,2,0,0,15,15,7,7,9,9,11,8,15,26,22,19,72,91,101,66,147,216,223,139,26,25,34,30,48,73,67,55,26,24,35,28,71,66,93,53,114,75,91,108,219,193,200,218,19,10,11,12,28,28,26,31,0,1,1,2,1,3,2,4,-6.923645938401281,3.2343225124454404
Lille,Paris SG,0,0,D,0,0,D,8,8,3,1,12,11,4,5,0,2,0,0,15,15,8,7,17,4,17,5,28,10,35,10,121,67,108,72,210,129,236,158,46,21,39,21,80,43,96,44,50,28,33,19,78,61,85,54,103,100,87,88,196,205,192,191,11,18,15,11,26,35,36,27,1,4,1,1,1,4,5,5,10.278676396605443,5.5968981396684825
Bordeaux,Reims,1,3,A,0,2,A,9,10,3,5,11,12,5,5,3,1,0,0,16,16,8,9,7,4,15,17,17,17,21,27,106,88,89,129,172,197,159,219,29,25,35,41,59,61,57,74,39,34,28,53,74,96,56,84,91,114,99,107,201,219,200,189,15,19,18,18,32,35,34,29,1,0,3,3,2,0,5,3,0.7176905077227524,0.15394684302131123
Lens,Brest,2,1,H,2,0,H,11,10,4,3,13,13,3,6,0,2,0,0,15,16,7,8,13,12,10,15,24,23,27,29,87,64,92,131,175,143,195,234,28,28,31,52,59,54,76,83,45,16,29,55,79,60,73,98,111,87,107,98,224,204,213,203,18,14,14,16,38,26,30,34,0,3,2,1,3,4,2,1,-0.3854200967987196,3.8451719082147844
Nice,Lorient,2,2,D,2,0,H,3,24,3,6,11,13,0,10,3,4,1,0,15,16,8,8,8,16,6,17,19,20,15,29,95,107,75,125,169,199,158,231,32,42,22,48,57,75,50,77,42,32,45,42,78,76,72,68,100,109,105,118,187,202,238,202,14,19,9,18,34,31,29,30,0,1,1,2,1,1,1,3,-2.37733728206848,-8.538916750721025
Nimes,Dijon,1,3,A,1,0,H,8,14,1,4,10,11,7,3,2,2,1,0,16,16,8,7,8,19,6,15,13,31,9,25,96,119,69,136,166,240,156,238,30,49,22,51,60,90,43,84,39,40,29,50,65,91,77,111,95,116,103,83,183,240,252,185,14,27,15,13,27,46,31,19,2,4,0,0,3,6,1,0,-7.137880917377023,-4.744282439254016
Rennes,Metz,1,0,H,0,0,D,11,9,6,4,14,18,6,5,1,1,0,0,16,16,8,8,11,11,8,7,25,19,19,16,122,73,66,125,238,150,169,217,33,25,25,33,71,57,63,60,58,25,24,54,95,54,79,87,109,110,98,101,209,237,205,203,15,19,22,22,28,32,33,39,1,2,1,1,2,4,2,4,5.587458009956352,5.343462875561984
Angers,Marseille,2,1,H,2,0,H,9,9,2,3,14,14,2,8,2,4,0,0,16,14,8,7,7,11,10,5,21,25,21,13,100,71,57,101,197,170,136,166,34,31,16,21,71,68,44,47,39,37,24,51,78,74,58,89,111,111,104,101,194,221,206,189,23,16,28,16,38,33,44,31,1,1,5,4,1,1,5,4,1.6845361334517763,6.206168807014402
Lyon,Nantes,3,0,H,3,0,H,22,18,11,4,11,13,9,7,1,3,0,0,16,16,7,8,16,6,8,13,31,14,18,27,142,72,87,106,266,173,185,204,45,19,26,35,91,54,58,80,62,31,36,41,105,79,70,76,107,79,97,113,216,204,206,223,20,14,14,20,36,34,34,34,1,3,1,1,5,5,3,1,11.616556706267138,-2.9153957809684488
Monaco,St Etienne,2,2,D,1,2,A,2,18,2,6,12,13,0,10,3,2,1,0,16,16,8,8,18,11,8,13,26,23,16,23,129,58,89,92,230,142,176,169,39,22,25,28,71,52,59,58,56,20,30,46,103,47,73,75,92,107,116,117,206,209,231,235,16,16,15,17,36,33,33,37,3,3,2,0,4,4,2,0,0.4637884199403519,1.5483328835420158
Montpellier,Lille,2,3,A,0,1,A,17,9,6,7,13,11,6,4,3,2,0,0,16,16,8,7,14,16,11,6,27,25,28,10,113,105,89,62,196,213,218,137,42,37,34,22,71,71,83,44,53,41,28,33,88,84,82,66,104,94,93,105,214,208,208,216,16,15,15,17,27,34,26,37,3,1,0,0,5,2,1,4,2.4035691001610244,9.222941117284355
Paris SG,Strasbourg,4,0,H,1,0,H,17,8,8,2,7,9,5,5,0,0,0,0,16,16,8,8,18,5,16,14,35,10,22,28,128,86,77,100,244,166,177,174,57,23,38,37,97,47,68,72,52,35,19,59,90,58,59,81,105,103,100,100,203,203,198,202,21,16,16,14,38,27,27,34,4,4,0,2,5,5,1,2,5.477518511734786,-1.088437714518017
Brest,Nice,2,0,H,2,0,H,10,12,6,6,12,8,6,6,2,3,0,0,17,16,8,7,17,14,11,4,28,31,21,22,103,103,74,92,205,245,172,223,45,31,25,33,79,87,60,81,44,43,36,44,79,101,78,86,106,105,87,93,226,216,198,215,16,18,20,12,32,34,37,35,0,0,1,0,2,1,2,1,0.0761375265718276,-0.9018698256547841
Lorient,Monaco,2,5,A,1,1,D,11,16,5,9,9,9,5,8,1,3,1,0,17,17,8,8,9,12,8,12,17,31,28,25,83,106,101,84,182,234,232,160,28,29,32,30,56,80,73,58,27,26,47,27,82,68,103,57,133,84,114,102,251,213,218,222,20,12,20,17,33,33,39,35,0,1,1,1,1,4,5,4,-5.831133400576821,1.3710307359522815
Metz,Bordeaux,0,0,D,0,0,D,9,12,3,3,10,20,3,2,1,2,0,0,17,17,8,8,11,9,10,13,19,17,18,20,103,92,66,109,178,228,181,207,38,27,30,36,67,66,62,66,55,33,35,62,84,93,79,101,107,102,110,105,223,217,212,231,11,17,17,16,34,40,35,36,1,3,1,0,2,4,2,0,1.274770300449588,-2.425847593821798
Nantes,Rennes,0,0,D,0,0,D,7,8,2,0,13,13,6,3,2,2,0,0,17,17,8,8,10,14,14,8,18,30,26,19,98,98,116,77,203,226,249,159,32,45,38,32,62,91,77,61,34,35,37,29,77,85,101,59,109,110,100,127,219,234,223,255,20,14,13,13,37,35,29,33,2,0,1,2,3,1,2,4,-5.332316624774759,7.469966407965082
Strasbourg,Nimes,5,0,H,3,0,H,21,6,12,2,12,6,10,5,1,2,0,0,17,17,8,8,6,14,5,12,22,32,14,34,100,74,70,121,185,191,174,254,30,35,30,41,70,80,61,94,40,22,26,51,64,86,72,94,98,102,88,124,207,209,193,251,11,20,13,19,27,34,29,48,1,0,1,2,1,2,4,6,-3.8707501716144135,-8.71030473390162
Lille,Angers,1,2,A,1,2,A,7,7,2,3,12,10,8,6,3,1,0,0,17,17,9,8,17,4,14,14,31,12,23,26,129,75,97,99,227,154,206,179,49,22,37,37,90,50,73,71,54,33,39,37,86,72,80,82,115,111,83,110,219,229,208,235,11,20,15,17,28,40,40,37,1,4,0,0,1,4,1,1,10.378352893827484,4.347628906761421
Lyon,Lens,3,2,H,1,0,H,11,10,6,2,7,10,7,4,1,2,0,0,17,16,8,8,19,6,11,11,34,14,26,24,164,90,88,79,288,191,186,153,56,23,31,26,102,58,63,57,71,38,34,44,114,86,82,66,118,92,113,117,227,217,237,217,21,17,20,12,37,37,38,28,1,3,3,1,5,5,3,4,12.29324536501371,2.691663922561024
Marseille,Montpellier,3,1,H,1,0,H,18,13,8,5,4,6,5,1,0,0,0,0,15,17,7,8,11,8,13,9,22,15,29,28,79,65,83,108,145,175,213,222,28,26,29,34,47,49,77,78,34,38,35,43,66,91,94,88,102,88,110,114,220,203,227,219,16,15,11,19,48,33,30,36,0,0,2,1,5,4,5,2,1.9649350456115222,-1.0771447198711803
Reims,Dijon,0,0,D,0,0,D,9,8,3,0,13,8,7,5,2,3,0,0,17,17,7,8,6,10,9,16,24,28,12,26,70,90,83,144,169,228,170,246,22,33,26,52,62,77,47,85,28,31,32,57,61,89,80,118,101,82,114,93,212,200,263,195,16,11,17,15,35,32,33,21,2,0,0,1,5,3,1,1,3.123157474417049,-0.7954259514032134
St Etienne,Paris SG,1,1,D,1,1,D,11,10,5,4,13,12,9,10,1,1,0,0,17,17,8,8,8,10,17,5,18,25,39,10,87,77,116,80,194,171,261,174,34,30,40,24,65,60,105,49,43,29,38,23,83,75,95,63,115,118,98,100,244,247,210,212,18,20,17,11,35,40,38,27,0,0,1,1,2,1,5,5,2.238666306833613,7.382014809387829
Bordeaux,Lorient,2,1,H,2,1,H,16,12,6,4,10,10,5,3,2,0,0,0,18,18,9,9,8,7,8,19,18,20,19,36,115,98,99,128,193,216,193,250,32,30,28,51,65,69,61,89,44,39,55,42,81,104,87,76,102,126,118,129,232,241,260,222,18,20,13,21,37,37,34,36,1,0,1,3,2,0,2,4,-0.9406780750574386,-7.664906720461457
Dijon,Marseille,0,0,D,0,0,D,5,11,0,4,13,13,0,6,3,2,0,0,18,16,9,8,3,10,11,7,12,26,25,16,87,102,66,110,178,255,163,188,21,33,19,23,47,88,55,54,48,61,32,53,85,125,71,92,149,102,118,115,271,208,224,209,16,6,32,18,36,23,48,33,1,0,5,4,1,1,5,4,0.36365923887742924,4.571948036489218
Lens,Strasbourg,0,1,A,0,1,A,11,10,2,4,16,15,4,4,1,1,0,0,17,18,8,9,15,13,16,18,28,27,27,32,98,74,85,117,196,164,206,197,32,31,40,45,65,63,82,82,48,22,24,64,86,73,74,91,124,100,109,107,247,224,219,215,18,16,16,14,40,29,28,36,0,3,0,2,3,4,1,2,-0.8466688619511804,-0.09660013729153105
Metz,Nice,1,1,D,0,1,A,16,11,5,4,19,8,5,2,2,2,0,0,18,17,9,8,11,9,11,6,19,17,21,24,112,104,86,102,187,240,184,233,41,30,31,39,70,69,66,87,58,35,42,50,87,95,84,92,117,122,95,105,233,237,206,227,12,19,23,14,35,42,40,37,1,3,1,0,2,4,2,1,2.0198162403596704,-3.7214958605238273
Monaco,Angers,3,0,H,1,0,H,14,6,5,2,9,10,5,2,2,0,0,0,18,18,9,9,20,13,16,15,33,27,25,27,131,76,104,106,248,171,213,186,41,28,40,39,82,63,76,73,56,30,45,45,111,62,86,90,104,120,93,122,227,231,218,247,19,18,16,20,42,36,41,40,4,3,0,0,5,5,1,1,4.096824588761825,6.478103125409136
Montpellier,Nantes,1,1,D,1,0,H,8,12,6,3,18,11,1,8,5,0,0,0,18,18,9,9,16,19,8,16,30,31,18,30,130,114,105,128,226,240,210,234,48,44,30,46,82,86,64,91,59,45,43,50,95,93,83,88,117,105,110,124,233,223,232,247,19,17,17,21,30,36,39,37,3,1,1,1,5,2,3,1,-3.8617157758969443,-3.265853299819807
Nimes,Lille,0,1,A,0,1,A,7,10,0,2,12,13,2,3,0,3,0,0,18,18,9,8,9,22,14,8,14,39,32,14,104,133,98,79,180,275,234,161,31,53,41,28,63,106,92,53,46,43,32,39,77,104,94,78,105,127,104,118,199,263,231,239,16,29,17,20,31,49,31,41,3,4,0,0,4,6,1,4,-9.968243787121295,5.302682315061988
Paris SG,Brest,3,0,H,1,0,H,22,12,11,2,7,13,7,4,1,1,0,0,18,18,9,9,22,5,11,17,40,11,30,31,145,94,102,142,271,185,215,257,65,25,34,56,109,54,85,93,57,40,35,58,105,72,85,107,112,112,120,111,222,225,238,224,21,16,16,16,39,28,34,37,4,4,2,1,5,5,2,1,6.905611847510263,3.0609100212574623
Reims,St Etienne,3,1,H,2,0,H,7,14,3,6,19,17,0,3,2,4,0,0,18,18,8,9,6,10,10,15,24,28,19,26,79,98,107,94,178,236,205,181,25,33,31,30,65,77,70,64,35,36,40,46,68,94,92,85,114,90,129,129,225,208,257,259,18,14,17,20,37,35,36,41,2,0,2,1,5,3,2,1,3.4985259795336394,2.7909330454668906
Rennes,Lyon,2,2,D,1,0,H,14,13,6,4,12,16,2,5,1,2,0,0,18,18,9,9,12,11,15,8,26,19,37,16,133,82,124,101,257,166,299,201,39,29,46,35,77,63,108,60,64,30,43,48,104,65,121,90,123,128,109,125,236,268,234,227,16,20,16,20,31,35,38,39,1,2,4,2,2,4,5,5,6.9759731263720655,12.83459629201097
Montpellier,Monaco,2,3,A,0,2,A,9,16,3,5,17,12,5,6,2,3,0,0,19,19,10,9,17,20,13,14,31,32,36,27,138,126,117,95,234,252,262,177,54,47,41,35,88,89,87,65,60,53,55,32,96,101,116,64,135,116,123,111,251,234,236,241,24,17,23,18,35,36,44,36,3,1,1,2,5,2,5,5,-2.0893726207175556,6.27745967100946
Marseille,Nimes,1,2,A,0,0,D,14,8,6,5,13,6,7,3,2,2,0,0,17,19,8,9,14,9,5,17,25,16,14,40,97,78,76,142,174,193,187,285,36,31,32,53,59,54,63,108,39,39,31,61,77,92,79,107,106,94,94,136,237,222,211,276,16,15,15,20,50,36,31,52,0,0,1,2,5,4,4,6,4.657558429191374,-10.974595029697037
Angers,Paris SG,0,1,A,0,0,D,11,12,4,3,11,13,5,7,0,2,0,0,19,19,9,9,9,12,18,6,25,30,43,11,109,80,126,91,219,200,293,197,36,34,44,29,78,78,120,56,41,45,48,32,88,95,112,76,125,125,110,113,228,256,229,238,25,20,18,12,41,42,40,29,1,1,1,1,1,1,5,5,2.1824825003273096,8.52448947800821
Brest,Rennes,1,2,A,1,1,D,14,7,4,4,9,8,3,3,1,1,0,0,19,19,9,9,19,14,14,8,30,34,28,21,113,115,124,84,227,279,271,179,51,37,38,34,87,104,83,67,50,49,40,35,89,114,106,70,118,113,113,140,251,231,248,284,18,21,15,15,35,38,32,37,0,0,1,2,2,1,2,4,-0.55127198299403,6.580778501097653
Nantes,Lens,1,1,D,1,0,H,10,8,2,1,14,19,2,4,3,3,0,0,19,18,9,9,10,14,13,14,19,31,28,28,105,106,98,90,222,242,207,174,34,45,33,32,67,97,67,67,40,38,38,51,91,89,90,77,122,123,123,124,243,265,263,239,22,16,22,13,39,42,41,30,2,0,3,1,3,1,3,4,-1.612682639855846,-3.6773350895609442
Nice,Bordeaux,0,3,A,0,0,D,10,17,1,9,8,7,3,10,0,1,0,0,18,19,9,9,10,18,10,13,22,25,20,21,98,131,78,118,195,249,209,228,35,48,33,39,70,92,71,73,42,42,37,65,86,97,86,107,111,122,130,115,214,246,242,251,17,23,19,17,42,39,39,37,1,1,1,0,2,1,2,0,-1.977196688419062,2.2474575399540493
Strasbourg,St Etienne,1,0,H,1,0,H,15,8,3,3,23,9,7,3,2,2,0,0,19,19,9,10,11,14,11,18,28,32,20,29,121,80,121,101,216,208,219,188,42,37,37,33,86,84,76,67,50,27,43,46,78,95,95,85,110,108,146,148,234,231,274,278,12,22,21,22,29,37,40,43,1,0,2,1,1,2,2,1,2.9227198901667752,-0.7672535636264874
Lille,Reims,2,1,H,0,1,A,16,8,8,4,13,11,3,5,2,1,0,0,19,19,10,10,18,6,18,18,33,14,27,29,136,82,99,138,244,168,185,250,51,25,40,44,94,53,68,83,62,39,33,58,97,80,68,97,127,121,111,118,244,251,244,225,14,21,19,21,34,41,39,39,1,4,3,3,1,4,5,3,7.242145852049591,5.798820783626912
Lyon,Metz,0,1,A,0,0,D,23,17,5,3,14,11,9,2,1,3,0,0,19,19,9,9,22,8,8,8,39,18,20,18,175,100,75,136,312,215,203,251,62,25,29,39,112,66,75,73,78,42,29,60,126,92,92,97,125,102,116,115,250,239,252,245,22,19,23,23,40,40,37,44,1,3,1,1,5,5,2,4,11.267677033608777,2.6158529922877367
Marseille,Lens,0,1,A,0,0,D,4,13,1,4,13,11,3,9,5,3,0,0,18,19,9,10,15,11,14,15,26,18,29,29,111,86,106,100,188,201,215,184,42,36,34,34,65,59,68,69,46,42,42,53,84,95,94,79,119,100,142,138,250,228,282,253,18,17,25,16,52,38,44,33,0,0,3,1,5,4,3,4,0.7260467433530993,-1.9418680716487557
Paris SG,Montpellier,4,0,H,1,0,H,26,5,8,1,16,12,7,1,2,1,0,1,20,20,10,9,25,5,14,12,44,11,33,35,167,106,96,126,305,208,243,268,76,27,34,42,123,60,91,94,64,44,36,48,119,81,101,107,119,125,116,118,242,249,268,246,22,17,11,19,42,29,37,39,4,4,2,1,5,5,5,2,9.819591582406568,-4.6714980965740445
Lens,Nice,0,1,A,0,0,D,13,7,3,2,9,14,6,2,2,1,0,0,20,19,9,9,15,14,12,7,30,29,22,28,109,84,97,118,228,188,205,266,34,35,35,44,72,70,71,101,52,26,44,55,103,82,89,107,140,115,103,124,293,266,222,253,19,17,25,16,47,38,42,40,0,3,1,0,3,4,2,1,1.4465055426809954,-4.581757350735249
Monaco,Marseille,3,1,H,0,1,A,8,5,6,1,18,21,5,4,3,5,0,0,20,19,10,9,23,13,11,7,39,29,26,19,145,82,77,115,278,186,192,214,46,30,23,23,92,68,66,63,61,32,38,53,122,69,87,104,113,130,131,128,248,258,263,239,21,18,34,21,47,38,57,41,4,3,5,4,5,5,5,4,8.021967736807568,-2.4191626053175206
Bordeaux,Angers,2,1,H,2,1,H,7,15,3,7,11,20,3,4,1,2,0,0,20,20,10,10,10,8,16,18,23,21,25,31,131,110,110,120,226,238,230,212,38,34,42,44,80,74,82,81,49,42,47,50,96,110,93,102,112,136,103,131,249,259,239,269,20,20,16,22,40,37,41,44,1,0,0,0,2,0,1,1,4.79796603196324,-1.2540139997381523
Dijon,Strasbourg,1,1,D,0,0,D,5,15,3,2,14,9,3,4,1,0,0,0,19,20,10,10,3,10,17,18,12,26,29,32,92,113,95,128,183,266,231,216,21,37,44,47,47,92,89,87,48,67,28,68,85,131,85,98,162,115,124,123,284,221,257,240,19,8,17,15,39,25,31,39,1,0,0,2,1,1,1,2,1.2909273911019434,5.338175912133421
Metz,Nantes,2,0,H,1,0,H,14,8,4,0,15,15,4,6,3,1,0,0,20,20,10,10,12,10,9,17,21,18,20,32,128,115,117,136,220,274,232,250,46,34,33,52,78,78,69,98,63,37,51,51,94,106,93,93,136,130,121,142,263,259,257,284,14,21,17,26,40,45,42,45,1,3,1,1,2,4,3,1,5.09268239383019,-0.29014611188467687
Reims,Brest,1,0,H,1,0,H,12,17,2,1,16,11,2,4,3,0,0,0,20,20,9,10,9,11,11,20,28,31,31,36,86,112,114,164,193,266,241,286,28,39,36,67,72,91,91,108,35,39,39,65,73,100,92,117,133,107,133,118,255,238,260,239,20,18,17,17,40,41,36,39,2,0,2,1,5,3,2,1,1.6390566269015299,-3.441017586395224
Rennes,Lille,0,1,A,0,1,A,11,9,2,4,12,15,2,2,2,2,0,0,20,20,10,9,14,13,15,8,30,22,35,15,147,95,108,86,278,193,260,176,45,33,43,28,87,71,102,57,66,35,35,41,109,73,100,85,135,144,117,130,256,293,257,262,17,22,20,20,33,38,36,42,1,2,0,0,2,4,1,4,8.264622800878122,8.793716681639673
St Etienne,Lyon,0,5,A,0,2,A,3,19,0,12,13,9,1,8,3,1,0,0,20,20,9,10,9,11,17,10,20,30,39,19,98,87,137,115,227,203,335,232,39,34,50,41,79,70,117,69,52,39,48,50,98,92,135,94,128,130,125,137,283,301,264,250,19,21,18,21,42,45,41,43,0,0,4,2,2,1,5,5,-3.61380285090119,6.014141626887023
Lorient,Dijon,3,2,H,1,2,A,14,7,5,2,13,17,9,6,2,3,0,0,19,20,9,9,11,17,9,16,20,38,13,27,94,122,91,153,205,266,188,281,33,38,26,55,65,95,50,94,32,34,37,64,90,81,88,135,142,93,122,106,270,232,298,230,21,15,20,17,34,38,40,25,1,1,0,1,2,4,1,1,-9.131925376369166,2.032741912881555
Lyon,Bordeaux,2,1,H,1,0,H,10,12,4,2,17,6,7,9,1,2,0,0,21,21,10,10,22,9,13,13,44,19,25,22,198,117,95,128,354,235,233,253,67,28,42,40,129,69,83,81,87,44,47,68,143,95,99,114,139,113,137,123,273,263,260,279,23,22,20,17,42,46,41,39,1,3,1,0,5,5,2,0,7.811313301509618,6.838372825570592
Montpellier,Lens,1,2,A,0,1,A,17,11,7,2,15,17,12,3,4,4,0,0,21,21,11,11,19,23,15,15,33,39,30,30,147,142,119,104,248,294,241,195,57,52,38,35,92,102,75,72,65,59,51,56,102,114,109,84,152,128,153,151,280,262,302,280,26,20,28,21,38,41,49,39,3,1,3,1,6,2,3,4,-6.737198477259236,-1.8427955658552035
Nice,St Etienne,0,1,A,0,0,D,7,10,2,1,11,11,4,10,2,2,0,0,20,21,10,11,10,21,11,19,23,28,20,35,108,148,129,116,212,279,230,222,36,57,40,36,73,104,79,82,45,52,46,53,91,113,99,100,119,129,155,171,236,262,296,310,17,24,23,24,43,42,45,46,1,1,2,1,2,1,2,1,-0.6654058805881995,-5.891042280720953
Angers,Nimes,3,1,H,2,1,H,12,8,5,4,9,7,4,8,1,3,0,0,21,20,10,10,9,13,7,18,26,33,16,41,120,92,84,156,245,219,195,299,40,37,37,59,89,84,68,114,46,52,34,68,97,105,82,114,136,138,100,149,259,280,217,289,25,22,17,22,43,45,33,54,1,1,1,2,1,1,4,6,-4.003211199790522,-5.779676023757629
Brest,Metz,2,4,A,1,1,D,10,15,5,6,13,14,4,1,1,3,0,0,21,21,10,10,20,16,9,8,31,37,23,18,127,122,92,159,258,298,234,282,55,41,32,44,92,110,82,78,53,52,31,69,96,119,98,112,127,121,127,129,271,255,278,274,19,22,26,24,36,42,43,46,0,0,1,1,2,1,2,4,-5.752814069116179,7.074145915064152
Lorient,Paris SG,3,2,H,1,1,D,16,14,5,3,15,9,7,9,4,2,0,0,20,21,10,10,14,19,19,6,23,40,48,11,108,129,138,102,219,273,331,213,38,40,47,33,70,97,131,61,41,40,55,37,99,87,126,82,155,110,123,124,283,249,258,261,23,18,20,12,36,41,44,30,1,1,1,1,2,4,5,6,-4.305540301095333,10.855673265925255
Strasbourg,Reims,0,1,A,0,0,D,12,10,2,5,17,8,4,3,1,2,0,0,21,21,10,11,12,14,19,20,30,33,29,31,136,88,107,154,246,221,205,283,45,40,44,52,91,90,74,92,57,30,38,61,89,101,75,104,133,117,122,131,266,254,271,249,14,24,20,23,31,40,43,41,1,0,3,3,1,2,5,3,5.270540729706737,4.3112453015212235
Lille,Dijon,1,0,H,1,0,H,14,11,2,3,12,7,5,2,2,2,0,0,21,21,11,10,20,7,11,19,36,15,15,30,152,90,98,167,269,187,195,295,59,29,28,60,106,59,52,99,65,44,43,73,102,87,94,144,140,132,139,119,272,274,315,243,16,22,23,19,38,44,43,27,1,4,0,1,1,4,1,1,10.034973345311737,-1.373806469694756
Nantes,Monaco,1,2,A,0,1,A,9,14,3,5,11,14,2,8,4,3,1,0,21,21,10,10,11,15,16,16,20,34,42,30,115,114,133,104,240,264,286,191,36,46,46,38,69,102,98,69,42,42,61,37,99,97,127,73,136,142,135,128,272,299,266,279,25,19,26,20,43,48,50,43,2,0,1,2,3,1,5,5,-3.2321168895077417,9.417574189446054
Bordeaux,Lille,0,3,A,0,0,D,10,11,4,6,8,17,1,2,1,2,0,0,22,22,11,10,12,9,16,8,26,24,37,15,138,125,117,97,245,263,283,198,41,41,47,30,85,85,108,62,52,46,37,43,108,121,107,89,123,156,132,142,266,296,284,281,21,22,22,22,43,40,40,46,1,0,0,0,2,0,1,4,2.470698260456474,11.02797867624939
Metz,Montpellier,1,1,D,0,0,D,17,15,6,4,15,15,8,7,6,1,0,0,22,22,11,10,14,10,14,16,27,20,34,41,142,123,101,152,249,292,265,305,50,34,35,50,88,83,99,104,67,43,37,55,99,116,114,117,151,145,128,134,292,287,295,279,17,22,12,21,46,47,42,45,1,3,3,1,2,4,6,2,8.659316732051323,-8.389758781807389
Reims,Angers,0,0,D,0,0,D,10,6,2,2,6,8,4,5,2,1,0,0,22,22,10,11,10,11,17,20,30,31,29,34,98,129,125,127,215,295,257,227,30,40,49,47,79,94,94,88,37,43,51,53,78,108,101,113,149,118,123,142,279,266,268,287,23,18,18,23,45,42,44,48,2,0,0,0,5,3,1,1,6.448996241216979,-0.20256895983241785
